"Transaction ID",Date,Year,"Customer ID","Customer Name",Gender,Age,"age group",Product,"Product Name",Category,Quantity,"Unit Price",avg_unit_price,"Total Sale","Payment Method",Location,"Sales Rep ID","Sales Rep","Discount Applied","Return Status"
TXN02840,2024-10-17,2024,CUST02840,"Tope Kelechi",Female,18,"Young Adult","USB Hub",Accessories,Accessories,7,187,0.040,1309,Cash,Lagos,SP093,"Ayo Ada",6%,Returned
TXN02841,2024-04-27,2024,CUST02841,"Uche Chika",Female,52,Old,Keyboard,Electronics,Electronics,2,230,0.050,460,"Debit Card",Owerri,SP091,"Onyinye Anita",13%,"Not Returned"
TXN02842,2022-09-07,2022,CUST02842,"Yemi Sola",Male,32,Adult,Keyboard,Electronics,Electronics,9,126,0.030,1134,"Debit Card",Enugu,SP004,"Olamide Emeka",$4,Returned
TXN02843,2023-12-15,2023,CUST02843,"Ugochukwu Olu",Male,19,"Young Adult","Phone Case",Accessories,Accessories,14,60,0.010,847,"Debit Card",Owerri,SP039,"Bola Bola",7%,"Not Returned"
TXN02844,2022-08-24,2022,CUST02844,"Temitope Elijah",Male,42,"Middle Age","Bluetooth Speaker",Electronics,Electronics,4,137,0.030,549,POS,"Port Harcourt",SP094,"Obinna Efe",None,Returned
TXN02845,2022-12-16,2022,CUST02845,"Ugo Chisom",Male,30,Adult,Monitor,Electronics,Electronics,7,275,0.060,1930,"Debit Card",Kano,SP040,"Chukwuemeka Blessing",$6,"Not Returned"
TXN02846,2023-09-16,2023,CUST02846,"Damilola Ifechukwu",Male,53,Old,"Laptop Stand",Accessories,Accessories,10,290,0.060,2906,"Bank Transfer",Kano,SP048,"Oluwatobi Chidera",$15,"Not Returned"
TXN02847,2023-12-04,2023,CUST02847,"Chike Femi",Female,57,Old,"Laptop Stand",Accessories,Accessories,10,216,0.040,2165,"Credit Card",Abuja,SP072,"Oluwatobi Ogechi",17%,Returned
TXN02848,2023-09-25,2023,CUST02848,"Damilola Damilola",Male,48,"Middle Age","Wireless Mouse",Electronics,Electronics,12,139,0.030,1679,Cash,Owerri,SP049,"Opeyemi Emmanuela",None,Returned
TXN02849,2024-07-30,2024,CUST02849,"Ifechukwu Fathia",Male,47,"Middle Age","USB Hub",Accessories,Accessories,11,69,0.010,761,Cash,Lagos,SP013,"Olivia Oluwatobi",$34,Returned
TXN02850,2024-08-30,2024,CUST02850,"Kehinde Kelechi",Female,51,Old,"Phone Case",Accessories,Accessories,4,106,0.020,427,PayPal,Owerri,SP029,"Anita Nwafor",$3,Returned
TXN02851,2024-02-19,2024,CUST02851,"Oluwatobi Nkechi",Male,25,"Young Adult",Keyboard,Electronics,Electronics,10,55,0.010,556,"Credit Card",Owerri,SP088,"Simeon Micheal",None,Returned
TXN02852,2023-09-05,2023,CUST02852,"Damilola Ogechi",Male,19,"Young Adult","Wireless Mouse",Electronics,Electronics,6,126,0.030,760,Cash,Ibadan,SP071,"Ngozi Chukwuemeka",None,"Not Returned"
TXN02853,2024-06-09,2024,CUST02853,"Chinonso Vivian",Female,53,Old,Keyboard,Electronics,Electronics,13,141,0.030,1841,POS,Enugu,SP057,"Benita Chioma",None,Returned
TXN02854,2022-10-08,2022,CUST02854,"Oluwatobi Blessing",Male,49,"Middle Age","Phone Case",Accessories,Accessories,1,239,0.050,239,POS,Lagos,SP079,"Chizor Temitayo",None,Returned
TXN02855,2023-07-27,2023,CUST02855,"Chinonso Ugo",Male,38,Adult,"USB Hub",Accessories,Accessories,9,105,0.020,946,POS,Kano,SP057,"Bola Jibola",$41,Returned
TXN02856,2022-08-10,2022,CUST02856,"Juliet Chika",Female,29,"Young Adult","USB Hub",Accessories,Accessories,2,210,0.040,421,POS,Abuja,SP088,"Chika Kehinde",None,Returned
TXN02857,2022-08-30,2022,CUST02857,"Chijioke David",Male,52,Old,"Bluetooth Speaker",Electronics,Electronics,11,279,0.060,3071,"Credit Card",Kano,SP067,"Chinonso Uzochi",11%,"Not Returned"
TXN02858,2024-05-15,2024,CUST02858,"Zainab Opeyemi",Female,40,"Middle Age","Flash Drive",Accessories,Accessories,6,185,0.040,1111,Cash,Lagos,SP094,"Nnamdi Shola",6%,Returned
TXN02859,2022-09-20,2022,CUST02859,"Fidelis Adaeze",Male,30,Adult,"Flash Drive",Accessories,Accessories,14,201,0.040,2827,"Credit Card","Port Harcourt",SP051,"Nkemdilim Segun",None,Returned
TXN02860,2024-09-16,2024,CUST02860,"Ada Adebayo",Male,28,"Young Adult","Power Bank",Electronics,Electronics,14,36,0.010,507,"Bank Transfer","Port Harcourt",SP070,"Chinonso Oluwatobi",None,Returned
TXN02861,2023-04-12,2023,CUST02861,"Nkechi Peace",Male,32,Adult,"Laptop Stand",Accessories,Accessories,2,47,0.010,94,Cash,Ibadan,SP095,"Opeyemi Fathia",7%,Returned
TXN02862,2022-05-22,2022,CUST02862,"Olu Zainab",Male,60,Old,"Laptop Stand",Accessories,Accessories,4,154,0.030,617,Cash,Enugu,SP093,"Precious Nkechi",None,Returned
TXN02863,2024-07-09,2024,CUST02863,"Kola Micheal",Male,33,Adult,Keyboard,Electronics,Electronics,6,33,0.010,201,"Debit Card","Port Harcourt",SP095,"Nkem Patience",$37,"Not Returned"
TXN02864,2024-05-14,2024,CUST02864,"Tobi Chisom",Female,29,"Young Adult","Bluetooth Speaker",Electronics,Electronics,9,268,0.050,2420,"Bank Transfer","Port Harcourt",SP005,"Olamide Nnamdi",None,Returned
TXN02865,2023-06-09,2023,CUST02865,"Tola Ngozi",Female,49,"Middle Age",Keyboard,Electronics,Electronics,3,134,0.030,402,Cash,Enugu,SP091,"Chike Amaka",$6,"Not Returned"
TXN02866,2024-11-03,2024,CUST02866,"Temitope Shola",Female,51,Old,Keyboard,Electronics,Electronics,8,170,0.030,1361,"Credit Card",Owerri,SP053,"Onyinye Temitayo",None,Returned
TXN02867,2023-05-18,2023,CUST02867,"Simeon Damilola",Female,34,Adult,"Laptop Stand",Accessories,Accessories,13,221,0.040,2883,"Credit Card",Owerri,SP017,"Oyinade Opeyemi",None,"Not Returned"
TXN02868,2022-05-23,2022,CUST02868,"Amaka Obinna",Female,30,Adult,"Power Bank",Electronics,Electronics,7,78,0.020,552,"Debit Card",Jos,SP069,"Aisha Olamide",15%,"Not Returned"
TXN02869,2023-09-29,2023,CUST02869,"Aisha Chukwudi",Female,42,"Middle Age",Monitor,Electronics,Electronics,8,97,0.020,776,Cash,Ibadan,SP018,"Jibola Olu",$38,"Not Returned"
TXN02870,2022-11-14,2022,CUST02870,"Kelechi Nike",Female,60,Old,Keyboard,Electronics,Electronics,5,223,0.040,1118,POS,"Port Harcourt",SP058,"Chijioke Chukwudi",6%,"Not Returned"
TXN02871,2022-12-06,2022,CUST02871,"Emeka Temitope",Female,43,"Middle Age","USB Hub",Accessories,Accessories,9,16,0.000,145,"Bank Transfer",Jos,SP003,"Chizor Jibola",$24,Returned
TXN02872,2024-06-24,2024,CUST02872,"Chinwe Kola",Male,53,Old,"Power Bank",Electronics,Electronics,13,158,0.030,2058,"Bank Transfer",Kano,SP011,"Benita Ifeoma",13%,Returned
TXN02873,2023-03-16,2023,CUST02873,"Olivia Chukwuemeka",Male,57,Old,Monitor,Electronics,Electronics,13,211,0.040,2743,"Debit Card","Port Harcourt",SP075,"Dayo Chinedu",None,Returned
TXN02874,2024-08-15,2024,CUST02874,"Fathia Bola",Female,35,Adult,"Phone Case",Accessories,Accessories,4,266,0.050,1065,Cash,Ibadan,SP012,"Sola Zainab",13%,Returned
TXN02875,2022-11-13,2022,CUST02875,"David Obi",Male,54,Old,Monitor,Electronics,Electronics,3,94,0.020,283,POS,Abuja,SP004,"Kehinde Amarachi",None,"Not Returned"
TXN02876,2024-03-04,2024,CUST02876,"Ronke Chijioke",Male,28,"Young Adult","USB Hub",Accessories,Accessories,12,195,0.040,2344,PayPal,Abuja,SP080,"Amina Hassan",7%,"Not Returned"
TXN02877,2024-05-03,2024,CUST02877,"Olufunke Damilola",Female,54,Old,"USB Hub",Accessories,Accessories,9,294,0.060,2647,"Bank Transfer",Owerri,SP051,"Olamide Chike",7%,"Not Returned"
TXN02878,2024-06-15,2024,CUST02878,"Nkem Nneka",Male,49,"Middle Age","Power Bank",Electronics,Electronics,12,279,0.060,3359,"Bank Transfer",Abuja,SP053,"Oyinade Favour",None,"Not Returned"
TXN02879,2023-10-06,2023,CUST02879,"Oyinade Vivian",Male,26,"Young Adult",Keyboard,Electronics,Electronics,15,192,0.040,2893,PayPal,Jos,SP004,"Ayo Amarachi",None,Returned
TXN02880,2023-07-25,2023,CUST02880,"Fathia Fidelis",Female,41,"Middle Age","Flash Drive",Accessories,Accessories,2,235,0.050,470,PayPal,Lagos,SP012,"Anita Tunde",$43,"Not Returned"
TXN02881,2022-05-09,2022,CUST02881,"Tola David",Female,44,"Middle Age","Phone Case",Accessories,Accessories,13,292,0.060,3806,PayPal,Abuja,SP087,"Ifeyinwa Favour",$34,"Not Returned"
TXN02882,2023-02-09,2023,CUST02882,"Ugochukwu Tunde",Female,55,Old,"Bluetooth Speaker",Electronics,Electronics,3,122,0.020,367,PayPal,Lagos,SP013,"Shola Chukwudi",$37,Returned
TXN02883,2024-07-27,2024,CUST02883,"Seyi Uche",Female,26,"Young Adult","Wireless Mouse",Electronics,Electronics,2,22,0.000,45,PayPal,Abuja,SP065,"Olamide Juliet",$42,"Not Returned"
TXN02884,2024-07-22,2024,CUST02884,"Obinna Damilola",Male,53,Old,"USB Hub",Accessories,Accessories,7,292,0.060,2050,Cash,Lagos,SP034,"Nkemdilim Daniel",19%,Returned
TXN02885,2022-09-05,2022,CUST02885,"Pius Amarachi",Male,55,Old,Monitor,Electronics,Electronics,6,18,0.000,111,Cash,Ibadan,SP032,"Chidera Amaka",9%,Returned
TXN02886,2024-01-18,2024,CUST02886,"Elijah Bola",Male,23,"Young Adult","Power Bank",Electronics,Electronics,8,186,0.040,1488,PayPal,Lagos,SP091,"Adaeze Adaobi",$44,Returned
TXN02887,2022-02-21,2022,CUST02887,"Chukwudi Adaobi",Male,34,Adult,"Bluetooth Speaker",Electronics,Electronics,13,188,0.040,2451,"Credit Card",Abuja,SP053,"Nkem Chika",None,"Not Returned"
TXN02888,2022-08-31,2022,CUST02888,"David Temitayo",Female,28,"Young Adult",Monitor,Electronics,Electronics,12,189,0.040,2275,Cash,Enugu,SP047,"Oyinade Nwafor",None,Returned
TXN02889,2022-06-03,2022,CUST02889,"Olufunke Olamide",Male,24,"Young Adult",Charger,Accessories,Accessories,2,146,0.030,293,POS,Kano,SP041,"Chika Oluwatobi",7%,"Not Returned"
TXN02890,2022-11-12,2022,CUST02890,"Favour Uzochi",Female,26,"Young Adult",Monitor,Electronics,Electronics,11,167,0.030,1843,"Credit Card",Kano,SP089,"Olamide Tunde",15%,Returned
TXN02891,2022-01-20,2022,CUST02891,"Olamide Chukwudi",Male,21,"Young Adult","Flash Drive",Accessories,Accessories,13,112,0.020,1459,Cash,"Port Harcourt",SP068,"Oyinade Nnenna",None,"Not Returned"
TXN02892,2023-05-01,2023,CUST02892,"Hassan Vivian",Female,44,"Middle Age","Phone Case",Accessories,Accessories,10,121,0.020,1213,"Debit Card",Owerri,SP032,"Olivia Ugo",$32,Returned
TXN02893,2022-08-14,2022,CUST02893,"Chinonso Obinna",Male,20,"Young Adult",Monitor,Electronics,Electronics,10,157,0.030,1572,Cash,Lagos,SP009,"Yemi Ayo",8%,Returned
TXN02894,2023-04-27,2023,CUST02894,"Nnamdi Chinonso",Female,32,Adult,"Phone Case",Accessories,Accessories,3,183,0.040,551,"Debit Card","Port Harcourt",SP066,"Nnenna Zainab",14%,"Not Returned"
TXN02895,2022-01-23,2022,CUST02895,"Temitayo Elijah",Female,25,"Young Adult",Monitor,Electronics,Electronics,6,225,0.050,1353,"Bank Transfer",Jos,SP065,"Amarachi Olivia",$36,"Not Returned"
TXN02896,2022-06-15,2022,CUST02896,"Kelechi Kelechi",Female,43,"Middle Age","Laptop Stand",Accessories,Accessories,11,197,0.040,2176,"Bank Transfer",Lagos,SP008,"Ogechi Damilola",None,Returned
TXN02897,2022-01-26,2022,CUST02897,"David Chisom",Female,50,Old,"Flash Drive",Accessories,Accessories,4,9,0.000,38,Cash,Lagos,SP084,"Ogechi Amina",$21,Returned
TXN02898,2023-08-23,2023,CUST02898,"Olamide Peace",Female,52,Old,"Wireless Mouse",Electronics,Electronics,4,114,0.020,458,"Bank Transfer",Lagos,SP056,"Uche Nnamdi",20%,Returned
TXN02899,2024-09-04,2024,CUST02899,"Chidera Olivia",Female,40,"Middle Age","Laptop Stand",Accessories,Accessories,7,76,0.020,537,"Credit Card",Owerri,SP081,"Ronke Chukwudi",6%,Returned
TXN02900,2022-03-11,2022,CUST02900,"Obinna Kehinde",Male,45,"Middle Age",Keyboard,Electronics,Electronics,12,179,0.040,2158,"Credit Card",Jos,SP012,"Chinonso Ifeyinwa",None,Returned
TXN02901,2022-05-17,2022,CUST02901,"Blessing Chinwe",Male,44,"Middle Age",Charger,Accessories,Accessories,3,72,0.010,217,"Bank Transfer",Kano,SP059,"Nike Femi",20%,Returned
TXN02902,2024-07-29,2024,CUST02902,"Ifeyinwa Amaka",Female,46,"Middle Age","Laptop Stand",Accessories,Accessories,6,28,0.010,168,"Credit Card",Owerri,SP015,"Blessing Olufunke",17%,Returned
TXN02903,2022-09-04,2022,CUST02903,"Chikere Olu",Male,23,"Young Adult","Power Bank",Electronics,Electronics,1,190,0.040,190,POS,Owerri,SP070,"Anita Benita",None,Returned
TXN02904,2024-02-28,2024,CUST02904,"Pius Ronke",Male,33,Adult,Monitor,Electronics,Electronics,8,26,0.010,208,"Bank Transfer",Kano,SP020,"Nkemdilim Sola",15%,"Not Returned"
TXN02905,2023-12-22,2023,CUST02905,"Damilola Emmanuela",Female,25,"Young Adult","Flash Drive",Accessories,Accessories,12,17,0.000,214,PayPal,Owerri,SP096,"Kola Ifechukwu",$28,Returned
TXN02906,2023-01-13,2023,CUST02906,"Femi Micheal",Male,29,"Young Adult",Charger,Accessories,Accessories,15,180,0.040,2713,"Credit Card",Abuja,SP052,"Onyinye Obinna",$32,Returned
TXN02907,2023-12-29,2023,CUST02907,"Ezinne Tola",Female,27,"Young Adult",Keyboard,Electronics,Electronics,12,173,0.030,2079,Cash,Jos,SP077,"Tola Shola",$27,"Not Returned"
TXN02908,2023-07-11,2023,CUST02908,"Chioma Chika",Male,23,"Young Adult",Charger,Accessories,Accessories,11,19,0.000,219,"Debit Card",Ibadan,SP005,"Blessing Bola",$2,Returned
TXN02909,2024-05-04,2024,CUST02909,"Chidera Amina",Female,41,"Middle Age","Wireless Mouse",Electronics,Electronics,7,189,0.040,1326,POS,"Port Harcourt",SP052,"Nnamdi Kehinde",11%,Returned
TXN02910,2023-08-31,2023,CUST02910,"Chukwuemeka Shola",Male,48,"Middle Age",Charger,Accessories,Accessories,15,113,0.020,1701,"Bank Transfer",Enugu,SP056,"Tobi Sola",$34,"Not Returned"
TXN02911,2023-08-21,2023,CUST02911,"Efe Adebayo",Male,59,Old,"Power Bank",Electronics,Electronics,4,133,0.030,534,Cash,Enugu,SP070,"Blessing Chinonso",12%,"Not Returned"
TXN02912,2023-07-31,2023,CUST02912,"Ayo Zainab",Male,53,Old,Charger,Accessories,Accessories,2,27,0.010,54,"Credit Card",Kano,SP024,"Bola Chijioke",16%,Returned
TXN02913,2024-07-28,2024,CUST02913,"Olivia Chinedu",Female,45,"Middle Age","Flash Drive",Accessories,Accessories,7,287,0.060,2009,"Credit Card",Enugu,SP100,"Nkechi Kelechi",None,"Not Returned"
TXN02914,2022-11-09,2022,CUST02914,"Efe Ugochukwu",Female,48,"Middle Age",Charger,Accessories,Accessories,1,17,0.000,17,"Bank Transfer","Port Harcourt",SP026,"Tope Obinna",None,Returned
TXN02915,2024-09-15,2024,CUST02915,"Uche Ifeyinwa",Female,53,Old,"USB Hub",Accessories,Accessories,6,229,0.050,1377,"Bank Transfer",Abuja,SP042,"Chinonso Chukwudi",$42,"Not Returned"
TXN02916,2023-05-04,2023,CUST02916,"Fathia Obinna",Female,58,Old,"Laptop Stand",Accessories,Accessories,4,199,0.040,798,"Debit Card",Lagos,SP016,"Femi Chukwudi",None,"Not Returned"
TXN02917,2022-02-12,2022,CUST02917,"Ronke Chinwe",Female,58,Old,"USB Hub",Accessories,Accessories,9,163,0.030,1474,"Bank Transfer",Owerri,SP023,"Chika Uche",$15,Returned
TXN02918,2024-02-03,2024,CUST02918,"Chidera Bola",Male,58,Old,"USB Hub",Accessories,Accessories,14,58,0.010,825,Cash,Abuja,SP047,"David Olu",None,Returned
TXN02919,2024-09-24,2024,CUST02919,"Chizor Peace",Male,54,Old,"Bluetooth Speaker",Electronics,Electronics,6,256,0.050,1537,PayPal,Abuja,SP084,"Olamide Nneka",$16,Returned
TXN02920,2023-03-24,2023,CUST02920,"Opeyemi Chinwe",Male,18,"Young Adult",Monitor,Electronics,Electronics,3,266,0.050,798,POS,Kano,SP087,"Pius Chinwe",$3,"Not Returned"
TXN02921,2023-08-05,2023,CUST02921,"Fathia Olivia",Female,50,Old,"Bluetooth Speaker",Electronics,Electronics,11,6,0.000,71,Cash,Jos,SP063,"Amina Opeyemi",$18,Returned
TXN02922,2023-09-03,2023,CUST02922,"Olivia Aisha",Female,28,"Young Adult",Monitor,Electronics,Electronics,12,83,0.020,996,PayPal,Ibadan,SP067,"Amarachi Olu",None,Returned
TXN02923,2023-12-28,2023,CUST02923,"Uche Blessing",Female,57,Old,"Wireless Mouse",Electronics,Electronics,12,220,0.040,2649,"Bank Transfer","Port Harcourt",SP054,"Ada Segun",11%,"Not Returned"
TXN02924,2023-02-08,2023,CUST02924,"Amaka Aisha",Female,25,"Young Adult","Phone Case",Accessories,Accessories,13,53,0.010,694,POS,Lagos,SP068,"Chika Olamide",None,"Not Returned"
TXN02925,2022-03-23,2022,CUST02925,"Fidelis Aisha",Male,33,Adult,"Wireless Mouse",Electronics,Electronics,9,122,0.020,1102,"Bank Transfer","Port Harcourt",SP076,"Olamide Micheal",None,"Not Returned"
TXN02926,2024-09-23,2024,CUST02926,"Ezinne Anita",Female,58,Old,Keyboard,Electronics,Electronics,1,112,0.020,112,PayPal,Abuja,SP075,"Efe Ifechukwu",None,"Not Returned"
TXN02927,2022-04-27,2022,CUST02927,"Ifeyinwa Tosin",Female,53,Old,"Wireless Mouse",Electronics,Electronics,11,230,0.050,2535,"Credit Card",Ibadan,SP054,"Chika Olivia",None,"Not Returned"
TXN02928,2024-10-04,2024,CUST02928,"Ogechi Ugochukwu",Female,48,"Middle Age",Keyboard,Electronics,Electronics,3,119,0.020,358,PayPal,Ibadan,SP073,"Onyinye Nkemdilim",None,Returned
TXN02929,2023-01-17,2023,CUST02929,"Favour Juliet",Male,57,Old,"Flash Drive",Accessories,Accessories,7,58,0.010,409,Cash,Enugu,SP047,"Chioma Chijioke",14%,Returned
TXN02930,2023-04-26,2023,CUST02930,"Amina Anita",Male,47,"Middle Age",Charger,Accessories,Accessories,14,8,0.000,119,"Debit Card",Lagos,SP009,"Elijah Temitope",17%,Returned
TXN02931,2023-08-15,2023,CUST02931,"Temitope Chisom",Female,38,Adult,Keyboard,Electronics,Electronics,14,43,0.010,613,POS,Lagos,SP027,"Chukwudi Favour",9%,Returned
TXN02932,2022-04-06,2022,CUST02932,"Chidera Temitayo",Male,34,Adult,"USB Hub",Accessories,Accessories,9,252,0.050,2274,"Credit Card",Owerri,SP006,"Obinna Daniel",$2,"Not Returned"
TXN02933,2024-01-14,2024,CUST02933,"Ifechukwu Tunde",Male,45,"Middle Age","Flash Drive",Accessories,Accessories,1,28,0.010,28,Cash,Owerri,SP033,"Ugochukwu Kehinde",9%,Returned
TXN02934,2023-12-26,2023,CUST02934,"Elijah Obinna",Male,31,Adult,Charger,Accessories,Accessories,7,160,0.030,1125,PayPal,Ibadan,SP045,"Chinonso Tosin",None,Returned
TXN02935,2022-11-30,2022,CUST02935,"Elijah Shola",Male,45,"Middle Age","Flash Drive",Accessories,Accessories,1,162,0.030,162,Cash,"Port Harcourt",SP057,"Nkem Daniel",16%,Returned
TXN02936,2023-12-11,2023,CUST02936,"Chika Nneka",Female,30,Adult,"USB Hub",Accessories,Accessories,9,271,0.050,2441,PayPal,Jos,SP034,"Chinonso Ayo",16%,Returned
TXN02937,2024-09-04,2024,CUST02937,"Ronke Adaeze",Female,25,"Young Adult","Bluetooth Speaker",Electronics,Electronics,6,210,0.040,1264,Cash,Lagos,SP012,"Elijah Emmanuela",6%,"Not Returned"
TXN02938,2024-10-02,2024,CUST02938,"Ifeyinwa Dayo",Female,27,"Young Adult",Charger,Accessories,Accessories,6,122,0.020,737,POS,Jos,SP041,"Chukwuemeka Bola",$15,Returned
TXN02939,2024-10-11,2024,CUST02939,"Oyinade Tunde",Male,31,Adult,"Wireless Mouse",Electronics,Electronics,13,17,0.000,226,Cash,Owerri,SP055,"Pius Chidera",$2,Returned
TXN02940,2022-03-01,2022,CUST02940,"Nnamdi Benita",Male,46,"Middle Age","Wireless Mouse",Electronics,Electronics,9,210,0.040,1895,Cash,Lagos,SP077,"Damilola Precious",13%,Returned
TXN02941,2023-05-10,2023,CUST02941,"Chioma Shola",Male,26,"Young Adult","Laptop Stand",Accessories,Accessories,8,152,0.030,1222,"Credit Card","Port Harcourt",SP072,"Dayo Fola",7%,Returned
TXN02942,2022-08-10,2022,CUST02942,"Nkemdilim Anita",Female,34,Adult,"USB Hub",Accessories,Accessories,4,54,0.010,217,"Credit Card",Owerri,SP068,"Ifechukwu Adebayo",$41,Returned
TXN02943,2023-04-05,2023,CUST02943,"Chioma Nkechi",Female,46,"Middle Age","USB Hub",Accessories,Accessories,15,288,0.060,4334,PayPal,Lagos,SP005,"Anita Seyi",10%,Returned
TXN02944,2022-08-23,2022,CUST02944,"Bola Efe",Male,43,"Middle Age",Charger,Accessories,Accessories,9,260,0.050,2346,"Debit Card",Enugu,SP068,"Simeon Ayo",$13,"Not Returned"
TXN02945,2023-09-13,2023,CUST02945,"Chike Peace",Female,37,Adult,"USB Hub",Accessories,Accessories,13,221,0.040,2874,Cash,"Port Harcourt",SP050,"Chidera Dayo",10%,Returned
TXN02946,2022-05-18,2022,CUST02946,"Damilola Tosin",Female,56,Old,"Laptop Stand",Accessories,Accessories,1,278,0.060,278,"Credit Card",Abuja,SP009,"Kelechi Tobi",None,"Not Returned"
TXN02947,2022-10-09,2022,CUST02947,"Blessing Onyinye",Male,21,"Young Adult","Laptop Stand",Accessories,Accessories,7,275,0.060,1929,Cash,Ibadan,SP034,"Adaeze Peace",None,"Not Returned"
TXN02948,2023-06-09,2023,CUST02948,"Kelechi Bola",Female,36,Adult,"Power Bank",Electronics,Electronics,1,89,0.020,89,"Debit Card",Kano,SP013,"Micheal Chizor",$11,"Not Returned"
TXN02949,2024-09-15,2024,CUST02949,"Ogechi Chisom",Female,55,Old,Charger,Accessories,Accessories,4,277,0.060,1111,"Credit Card",Kano,SP073,"Peace Nkemdilim",9%,"Not Returned"
TXN02950,2024-02-12,2024,CUST02950,"Chinonso Obinna",Male,37,Adult,"Power Bank",Electronics,Electronics,9,147,0.030,1326,"Bank Transfer",Abuja,SP007,"Ifechukwu Bola",15%,Returned
TXN02951,2024-06-25,2024,CUST02951,"Chizor Precious",Female,57,Old,Keyboard,Electronics,Electronics,13,124,0.020,1619,"Debit Card",Ibadan,SP055,"Olamide Chidera",$3,"Not Returned"
TXN02952,2022-07-16,2022,CUST02952,"Tope Ifeyinwa",Male,34,Adult,Monitor,Electronics,Electronics,1,71,0.010,71,PayPal,Kano,SP083,"Ada Zainab",$34,"Not Returned"
TXN02953,2023-06-22,2023,CUST02953,"Sola Adesola",Female,28,"Young Adult",Keyboard,Electronics,Electronics,7,217,0.040,1522,POS,Enugu,SP052,"Onyinye Ifechukwu",None,Returned
TXN02954,2022-07-28,2022,CUST02954,"Sola Nwafor",Male,38,Adult,"Laptop Stand",Accessories,Accessories,1,9,0.000,9,Cash,Owerri,SP066,"Chika Benita",12%,Returned
TXN02955,2024-05-18,2024,CUST02955,"Femi Ugochukwu",Male,18,"Young Adult",Monitor,Electronics,Electronics,7,268,0.050,1876,PayPal,Kano,SP058,"Nkemdilim Seyi",None,"Not Returned"
TXN02956,2024-07-19,2024,CUST02956,"Olivia Ezinne",Male,31,Adult,"Laptop Stand",Accessories,Accessories,14,168,0.030,2354,Cash,Lagos,SP097,"Kelechi Emmanuela",5%,"Not Returned"
TXN02957,2022-12-22,2022,CUST02957,"Chisom Tobi",Female,31,Adult,Monitor,Electronics,Electronics,8,242,0.050,1942,"Credit Card",Owerri,SP004,"Hassan Favour",8%,"Not Returned"
TXN02958,2024-10-20,2024,CUST02958,"Tola Obinna",Female,52,Old,"USB Hub",Accessories,Accessories,4,203,0.040,814,"Debit Card",Owerri,SP021,"Uzochi Amaka",None,"Not Returned"
TXN02959,2023-09-07,2023,CUST02959,"Obinna Ifeoma",Female,22,"Young Adult","Power Bank",Electronics,Electronics,1,149,0.030,149,"Bank Transfer",Jos,SP070,"Damilola Amaka",6%,Returned
TXN02960,2024-04-11,2024,CUST02960,"Chikere Adesola",Male,25,"Young Adult","Bluetooth Speaker",Electronics,Electronics,2,185,0.040,371,POS,Abuja,SP074,"Ronke Chinonso",None,"Not Returned"
TXN02961,2023-05-16,2023,CUST02961,"Chika Adesola",Male,46,"Middle Age","Wireless Mouse",Electronics,Electronics,9,107,0.020,970,Cash,Abuja,SP012,"Emmanuela Ugo",None,Returned
TXN02962,2022-11-01,2022,CUST02962,"Adaeze Chinonso",Female,30,Adult,"Bluetooth Speaker",Electronics,Electronics,4,177,0.040,711,Cash,Kano,SP024,"Yemi Dayo",$11,"Not Returned"
TXN02963,2022-11-22,2022,CUST02963,"Amina Kehinde",Female,38,Adult,"Phone Case",Accessories,Accessories,12,12,0.000,152,"Debit Card",Enugu,SP055,"Ugo Olufunke",$27,Returned
TXN02964,2024-05-14,2024,CUST02964,"Uzochi Nnamdi",Male,59,Old,"Wireless Mouse",Electronics,Electronics,4,201,0.040,806,"Debit Card",Ibadan,SP032,"Chijioke Kehinde",None,"Not Returned"
TXN02965,2024-08-13,2024,CUST02965,"Patience Tope",Male,28,"Young Adult","Laptop Stand",Accessories,Accessories,9,138,0.030,1246,"Debit Card",Owerri,SP038,"Amaka Kelechi",9%,"Not Returned"
TXN02966,2023-11-04,2023,CUST02966,"Uche Amina",Male,29,"Young Adult","Power Bank",Electronics,Electronics,14,137,0.030,1921,PayPal,Ibadan,SP024,"Chidera Ifechukwu",$41,Returned
TXN02967,2022-10-04,2022,CUST02967,"Emmanuela Ronke",Male,38,Adult,"Laptop Stand",Accessories,Accessories,8,17,0.000,143,Cash,Abuja,SP022,"Uzochi Adaeze",None,"Not Returned"
TXN02968,2024-03-02,2024,CUST02968,"Nnenna Emmanuela",Female,57,Old,"USB Hub",Accessories,Accessories,13,163,0.030,2129,"Bank Transfer",Kano,SP065,"Precious Kelechi",None,"Not Returned"
TXN02969,2023-01-26,2023,CUST02969,"Pius Favour",Female,39,Adult,"Power Bank",Electronics,Electronics,12,282,0.060,3393,"Debit Card",Jos,SP072,"Chukwuemeka Nkem",17%,Returned
TXN02970,2021-11-18,2021,CUST02970,"Pius Damilola",Male,21,"Young Adult","Wireless Mouse",Electronics,Electronics,11,283,0.060,3121,PayPal,Jos,SP089,"Temitope Daniel",None,Returned
TXN02971,2024-03-02,2024,CUST02971,"Ugochukwu Nike",Female,56,Old,"Phone Case",Accessories,Accessories,13,225,0.050,2937,"Debit Card",Kano,SP075,"Tope Elijah",18%,Returned
